HOMOGENIZED MONTHLY VALUES

Stations
Stnr;Name;Operates from;Operates until;Altitude;Latitude;Longitude;Municipality;County;Region/Country
99840;SVALBARD LUFTHAVN;1964;NA;28;78.2453;15.5015;NA;SVALBARD;NORWAY

In the table above is the homogene timeserie name and period used. R means reconstructed station timeserie.

Elements
Code;Name;Unit
99840;01.1904;-12.4
99840;02.1904;-10.0
99840;03.1904;-12.6
99840;04.1904;-9.7
99840;05.1904;-4.1
99840;06.1904;2.3
99840;07.1904;5.1
99840;08.1904;4.2
99840;09.1904;0.0
99840;10.1904;-4.6
99840;11.1904;-18.3
99840;12.1904;-20.5
99840;01.1905;-20.1
99840;02.1905;-21.2
99840;03.1905;-15.0
99840;04.1905;-11.7
99840;05.1905;-3.4
99840;06.1905;4.2
99840;07.1905;5.8
99840;08.1905;4.5
99840;09.1905;0.6
99840;10.1905;-6.5
99840;11.1905;-13.5
99840;12.1905;-12.1
99840;01.1906;-11.3
99840;02.1906;-13.1
99840;03.1906;-16.5
99840;04.1906;-13.8
99840;05.1906;-4.6
99840;06.1906;1.8
99840;07.1906;5.8
99840;08.1906;4.6
99840;09.1906;0.4
99840;10.1906;-6.3
99840;11.1906;-8.8
99840;12.1906;-15.1
99840;01.1907;-12.2
99840;02.1907;-14.4
99840;03.1907;-12.9
99840;04.1907;-9.0
99840;05.1907;-6.7
99840;06.1907;4.1
99840;07.1907;5.6
99840;08.1907;3.8
99840;09.1907;-0.8
99840;10.1907;-4.7
99840;11.1907;-4.9
99840;12.1907;-9.4
99840;01.1908;-17.2
99840;02.1908;-18.3
99840;03.1908;-12.3
99840;04.1908;-14.4
99840;05.1908;-4.6
99840;06.1908;1.8
99840;07.1908;5.4
99840;08.1908;4.9
99840;09.1908;0.1
99840;10.1908;-6.0
99840;11.1908;-15.9
99840;12.1908;-12.8
99840;01.1909;-10.8
99840;02.1909;-18.3
99840;03.1909;-25.1
99840;04.1909;-10.5
99840;05.1909;-4.9
99840;06.1909;5.3
99840;07.1909;5.1
99840;08.1909;4.6
99840;09.1909;-1.3
99840;10.1909;-7.4
99840;11.1909;-12.5
99840;12.1909;-13.9
99840;01.1910;-14.7
99840;02.1910;-14.3
99840;03.1910;-13.0
99840;04.1910;-15.4
99840;05.1910;-4.0
99840;06.1910;1.5
99840;07.1910;4.8
99840;08.1910;3.7
99840;09.1910;-2.3
99840;10.1910;-10.6
99840;11.1910;-20.3
99840;12.1910;-15.7
99840;01.1911;-9.9
99840;02.1911;-19.6
99840;03.1911;-11.3
99840;04.1911;-10.8
99840;05.1911;-1.7
99840;06.1911;1.2
99840;07.1911;4.0
99840;08.1911;4.4
99840;09.1911;1.3
99840;10.1911;-8.7
99840;11.1911;-11.2
99840;12.1911;-13.3
99840;01.1912;-23.6
99840;02.1912;-25.7
99840;03.1912;-21.1
99840;04.1912;-21.5
99840;05.1912;-7.8
99840;06.1912;0.9
99840;07.1912;4.0
99840;08.1912;3.0
99840;09.1912;-3.3
99840;10.1912;-8.5
99840;11.1912;-12.2
99840;12.1912;-11.7
99840;01.1913;-15.8
99840;02.1913;-20.7
99840;03.1913;-17.7
99840;04.1913;-10.6
99840;05.1913;-6.2
99840;06.1913;0.2
99840;07.1913;4.7
99840;08.1913;5.4
99840;09.1913;0.4
99840;10.1913;-8.4
99840;11.1913;-7.5
99840;12.1913;-12.4
99840;01.1914;-21.3
99840;02.1914;-23.4
99840;03.1914;-19.5
99840;04.1914;-11.4
99840;05.1914;-6.2
99840;06.1914;1.8
99840;07.1914;4.9
99840;08.1914;4.9
99840;09.1914;-1.3
99840;10.1914;-4.7
99840;11.1914;-12.6
99840;12.1914;-16.5
99840;01.1915;-14.3
99840;02.1915;-19.7
99840;03.1915;-21.0
99840;04.1915;-11.8
99840;05.1915;-10.0
99840;06.1915;1.6
99840;07.1915;4.0
99840;08.1915;3.8
99840;09.1915;-1.0
99840;10.1915;-5.0
99840;11.1915;-19.3
99840;12.1915;-20.4
99840;01.1916;-23.9
99840;02.1916;-17.2
99840;03.1916;-20.3
99840;04.1916;-16.8
99840;05.1916;-7.1
99840;06.1916;2.1
99840;07.1916;5.0
99840;08.1916;3.9
99840;09.1916;-0.5
99840;10.1916;-7.1
99840;11.1916;-17.5
99840;12.1916;-18.9
99840;01.1917;-23.3
99840;02.1917;-27.7
99840;03.1917;-26.5
99840;04.1917;-23.2
99840;05.1917;-10.2
99840;06.1917;0.8
99840;07.1917;3.5
99840;08.1917;2.8
99840;09.1917;-3.1
99840;10.1917;-7.9
99840;11.1917;-13.1
99840;12.1917;-20.4
99840;01.1918;-25.8
99840;02.1918;-19.9
99840;03.1918;-18.5
99840;04.1918;-13.8
99840;05.1918;-3.0
99840;06.1918;3.4
99840;07.1918;7.6
99840;08.1918;4.1
99840;09.1918;-1.0
99840;10.1918;-7.6
99840;11.1918;-10.0
99840;12.1918;-6.1
99840;01.1919;-6.9
99840;02.1919;-24.1
99840;03.1919;-23.8
99840;04.1919;-18.8
99840;05.1919;-2.4
99840;06.1919;4.1
99840;07.1919;4.6
99840;08.1919;4.6
99840;09.1919;-1.0
99840;10.1919;-5.0
99840;11.1919;-14.8
99840;12.1919;-12.8
99840;01.1920;-12.5
99840;02.1920;-18.7
99840;03.1920;-10.4
99840;04.1920;-13.5
99840;05.1920;-3.8
99840;06.1920;1.5
99840;07.1920;4.7
99840;08.1920;5.7
99840;09.1920;0.1
99840;10.1920;-2.9
99840;11.1920;-7.3
99840;12.1920;-9.9
99840;01.1921;-16.9
99840;02.1921;-18.8
99840;03.1921;-16.6
99840;04.1921;-11.1
99840;05.1921;-5.7
99840;06.1921;2.3
99840;07.1921;6.0
99840;08.1921;5.6
99840;09.1921;-1.8
99840;10.1921;-7.7
99840;11.1921;-10.7
99840;12.1921;-10.9
99840;01.1922;-5.6
99840;02.1922;-11.2
99840;03.1922;-18.2
99840;04.1922;-13.0
99840;05.1922;-4.4
99840;06.1922;4.7
99840;07.1922;7.8
99840;08.1922;5.6
99840;09.1922;1.1
99840;10.1922;-4.8
99840;11.1922;-6.5
99840;12.1922;-14.5
99840;01.1923;-14.0
99840;02.1923;-15.8
99840;03.1923;-14.3
99840;04.1923;-11.2
99840;05.1923;-4.6
99840;06.1923;1.8
99840;07.1923;6.2
99840;08.1923;5.1
99840;09.1923;1.2
99840;10.1923;-3.4
99840;11.1923;-7.7
99840;12.1923;-9.6
99840;01.1924;-10.7
99840;02.1924;-11.8
99840;03.1924;-20.1
99840;04.1924;-12.2
99840;05.1924;-3.1
99840;06.1924;1.2
99840;07.1924;7.4
99840;08.1924;5.5
99840;09.1924;0.7
99840;10.1924;-3.9
99840;11.1924;-8.4
99840;12.1924;-8.9
99840;01.1925;-12.0
99840;02.1925;-13.5
99840;03.1925;-12.0
99840;04.1925;-12.2
99840;05.1925;-6.9
99840;06.1925;2.7
99840;07.1925;5.4
99840;08.1925;6.1
99840;09.1925;2.7
99840;10.1925;-6.6
99840;11.1925;-9.6
99840;12.1925;-16.0
99840;01.1926;-14.0
99840;02.1926;-18.8
99840;03.1926;-17.4
99840;04.1926;-10.7
99840;05.1926;-6.9
99840;06.1926;1.4
99840;07.1926;5.5
99840;08.1926;4.1
99840;09.1926;1.2
99840;10.1926;-5.9
99840;11.1926;-11.9
99840;12.1926;-11.3
99840;01.1927;-15.3
99840;02.1927;-12.1
99840;03.1927;-18.9
99840;04.1927;-17.8
99840;05.1927;-6.7
99840;06.1927;1.5
99840;07.1927;5.0
99840;08.1927;5.8
99840;09.1927;-0.8
99840;10.1927;-5.9
99840;11.1927;-9.2
99840;12.1927;-15.5
99840;01.1928;-11.7
99840;02.1928;-14.1
99840;03.1928;-16.8
99840;04.1928;-14.6
99840;05.1928;-5.2
99840;06.1928;0.9
99840;07.1928;4.9
99840;08.1928;5.1
99840;09.1928;0.2
99840;10.1928;-8.2
99840;11.1928;-11.4
99840;12.1928;-13.5
99840;01.1929;-20.1
99840;02.1929;-9.3
99840;03.1929;-24.3
99840;04.1929;-19.2
99840;05.1929;-7.9
99840;06.1929;1.0
99840;07.1929;3.7
99840;08.1929;4.1
99840;09.1929;-0.2
99840;10.1929;-7.2
99840;11.1929;-12.0
99840;12.1929;-5.4
99840;01.1930;-14.4
99840;02.1930;-12.7
99840;03.1930;-21.0
99840;04.1930;-9.8
99840;05.1930;-3.4
99840;06.1930;2.6
99840;07.1930;7.5
99840;08.1930;6.2
99840;09.1930;0.0
99840;10.1930;-5.8
99840;11.1930;-6.6
99840;12.1930;-4.9
99840;01.1931;-12.8
99840;02.1931;-9.3
99840;03.1931;-17.1
99840;04.1931;-6.9
99840;05.1931;-5.8
99840;06.1931;2.7
99840;07.1931;6.2
99840;08.1931;4.8
99840;09.1931;-0.2
99840;10.1931;-6.9
99840;11.1931;-1.7
99840;12.1931;-9.0
99840;01.1932;-15.6
99840;02.1932;-13.8
99840;03.1932;-14.2
99840;04.1932;-14.3
99840;05.1932;-4.4
99840;06.1932;2.0
99840;07.1932;5.7
99840;08.1932;4.5
99840;09.1932;-1.2
99840;10.1932;-4.8
99840;11.1932;-10.8
99840;12.1932;-8.5
99840;01.1933;-4.3
99840;02.1933;-10.5
99840;03.1933;-15.5
99840;04.1933;-13.8
99840;05.1933;-3.6
99840;06.1933;2.2
99840;07.1933;5.4
99840;08.1933;4.6
99840;09.1933;2.2
99840;10.1933;-5.5
99840;11.1933;-7.4
99840;12.1933;-8.0
99840;01.1934;-9.0
99840;02.1934;-16.8
99840;03.1934;-7.6
99840;04.1934;-14.1
99840;05.1934;-4.1
99840;06.1934;2.4
99840;07.1934;6.0
99840;08.1934;6.2
99840;09.1934;3.8
99840;10.1934;-3.5
99840;11.1934;-6.6
99840;12.1934;-7.9
99840;01.1935;-15.4
99840;02.1935;-15.0
99840;03.1935;-14.1
99840;04.1935;-12.1
99840;05.1935;-7.3
99840;06.1935;2.2
99840;07.1935;6.7
99840;08.1935;5.5
99840;09.1935;-1.8
99840;10.1935;-0.9
99840;11.1935;-2.9
99840;12.1935;-8.6
99840;01.1936;-9.5
99840;02.1936;-17.0
99840;03.1936;-22.0
99840;04.1936;-11.9
99840;05.1936;0.0
99840;06.1936;2.3
99840;07.1936;5.2
99840;08.1936;5.4
99840;09.1936;1.0
99840;10.1936;-3.6
99840;11.1936;-7.6
99840;12.1936;-9.0
99840;01.1937;-2.8
99840;02.1937;-17.3
99840;03.1937;-13.3
99840;04.1937;-7.4
99840;05.1937;-2.4
99840;06.1937;2.0
99840;07.1937;5.6
99840;08.1937;5.3
99840;09.1937;0.3
99840;10.1937;-3.8
99840;11.1937;-7.5
99840;12.1937;-5.3
99840;01.1938;-8.9
99840;02.1938;-10.3
99840;03.1938;-12.6
99840;04.1938;-11.3
99840;05.1938;-4.5
99840;06.1938;3.4
99840;07.1938;6.0
99840;08.1938;4.6
99840;09.1938;0.1
99840;10.1938;-1.0
99840;11.1938;-5.6
99840;12.1938;-0.9
99840;01.1939;-12.7
99840;02.1939;-12.3
99840;03.1939;-12.7
99840;04.1939;-10.7
99840;05.1939;-2.8
99840;06.1939;0.5
99840;07.1939;6.6
99840;08.1939;5.6
99840;09.1939;-0.3
99840;10.1939;-4.1
99840;11.1939;-7.5
99840;12.1939;-12.0
99840;01.1940;-10.1
99840;02.1940;-16.1
99840;03.1940;-17.4
99840;04.1940;-15.2
99840;05.1940;-1.5
99840;06.1940;2.8
99840;07.1940;5.6
99840;08.1940;4.1
99840;09.1940;3.0
99840;10.1940;-4.3
99840;11.1940;-8.0
99840;12.1940;-10.0
99840;01.1941;-17.3
99840;02.1941;-16.1
99840;03.1941;-15.9
99840;04.1941;-14.7
99840;05.1941;-5.9
99840;06.1941;1.7
99840;07.1941;6.2
99840;08.1941;4.3
99840;09.1941;0.4
99840;10.1941;-6.8
99840;11.1941;-5.7
99840;12.1941;-10.9
99840;01.1942;-8.3
99840;02.1942;-14.2
99840;03.1942;-21.0
99840;04.1942;-16.0
99840;05.1942;-6.1
99840;06.1942;1.4
99840;07.1942;5.9
99840;08.1942;5.5
99840;09.1942;-0.1
99840;10.1942;-5.2
99840;11.1942;-9.9
99840;12.1942;-15.2
99840;01.1943;-17.1
99840;02.1943;-20.2
99840;03.1943;-19.9
99840;04.1943;-17.2
99840;05.1943;-5.6
99840;06.1943;2.4
99840;07.1943;5.9
99840;08.1943;4.3
99840;09.1943;0.4
99840;10.1943;-5.4
99840;11.1943;-10.7
99840;12.1943;-9.3
99840;01.1944;-14.3
99840;02.1944;-14.8
99840;03.1944;-11.7
99840;04.1944;-16.7
99840;05.1944;-3.5
99840;06.1944;2.7
99840;07.1944;5.7
99840;08.1944;4.7
99840;09.1944;1.5
99840;10.1944;-4.1
99840;11.1944;-9.1
99840;12.1944;-5.2
99840;01.1945;-16.8
99840;02.1945;-9.8
99840;03.1945;-15.2
99840;04.1945;-12.5
99840;05.1945;-6.2
99840;06.1945;2.1
99840;07.1945;5.9
99840;08.1945;5.0
99840;09.1945;0.5
99840;10.1945;-6.2
99840;11.1945;-12.4
99840;12.1945;-11.0
99840;01.1946;-12.9
99840;02.1946;-15.1
99840;03.1946;-16.1
99840;04.1946;-11.6
99840;05.1946;-5.7
99840;06.1946;1.5
99840;07.1946;6.0
99840;08.1946;4.9
99840;09.1946;2.4
99840;10.1946;-6.5
99840;11.1946;-11.6
99840;12.1946;-8.3
99840;01.1947;-3.2
99840;02.1947;-15.3
99840;03.1947;-19.1
99840;04.1947;-10.0
99840;05.1947;-3.3
99840;06.1947;4.4
99840;07.1947;6.4
99840;08.1947;6.1
99840;09.1947;1.0
99840;10.1947;-5.2
99840;11.1947;-10.3
99840;12.1947;-13.9
99840;01.1948;-20.0
99840;02.1948;-17.2
99840;03.1948;-16.0
99840;04.1948;-10.5
99840;05.1948;-5.4
99840;06.1948;2.0
99840;07.1948;5.8
99840;08.1948;3.5
99840;09.1948;1.4
99840;10.1948;-3.9
99840;11.1948;-14.3
99840;12.1948;-17.4
99840;01.1949;-19.2
99840;02.1949;-8.4
99840;03.1949;-9.6
99840;04.1949;-13.2
99840;05.1949;-4.6
99840;06.1949;2.0
99840;07.1949;4.5
99840;08.1949;3.8
99840;09.1949;-0.7
99840;10.1949;-8.8
99840;11.1949;-5.5
99840;12.1949;-5.0
99840;01.1950;-7.7
99840;02.1950;-11.9
99840;03.1950;-9.7
99840;04.1950;-7.2
99840;05.1950;-3.9
99840;06.1950;1.8
99840;07.1950;6.6
99840;08.1950;5.4
99840;09.1950;2.1
99840;10.1950;-1.0
99840;11.1950;-4.2
99840;12.1950;-14.0
99840;01.1951;-16.3
99840;02.1951;-8.7
99840;03.1951;-16.6
99840;04.1951;-13.5
99840;05.1951;-4.5
99840;06.1951;2.0
99840;07.1951;5.9
99840;08.1951;5.4
99840;09.1951;0.1
99840;10.1951;-4.7
99840;11.1951;-15.1
99840;12.1951;-15.3
99840;01.1952;-15.1
99840;02.1952;-19.1
99840;03.1952;-19.0
99840;04.1952;-11.7
99840;05.1952;-4.2
99840;06.1952;4.5
99840;07.1952;6.4
99840;08.1952;3.7
99840;09.1952;0.5
99840;10.1952;-4.4
99840;11.1952;-5.7
99840;12.1952;-14.1
99840;01.1953;-15.3
99840;02.1953;-12.3
99840;03.1953;-21.2
99840;04.1953;-13.2
99840;05.1953;-3.0
99840;06.1953;4.0
99840;07.1953;7.3
99840;08.1953;5.7
99840;09.1953;0.2
99840;10.1953;-0.7
99840;11.1953;-1.2
99840;12.1953;-5.2
99840;01.1954;-9.0
99840;02.1954;-5.9
99840;03.1954;-13.2
99840;04.1954;-7.7
99840;05.1954;-0.8
99840;06.1954;3.0
99840;07.1954;5.6
99840;08.1954;5.1
99840;09.1954;0.1
99840;10.1954;-4.1
99840;11.1954;-3.3
99840;12.1954;-4.5
99840;01.1955;-16.7
99840;02.1955;-13.2
99840;03.1955;-10.8
99840;04.1955;-8.4
99840;05.1955;-5.2
99840;06.1955;2.3
99840;07.1955;4.6
99840;08.1955;4.3
99840;09.1955;2.5
99840;10.1955;-6.2
99840;11.1955;-13.2
99840;12.1955;-14.8
99840;01.1956;-11.3
99840;02.1956;-8.7
99840;03.1956;-14.7
99840;04.1956;-11.9
99840;05.1956;-5.1
99840;06.1956;1.6
99840;07.1956;6.2
99840;08.1956;5.1
99840;09.1956;-0.9
99840;10.1956;-4.3
99840;11.1956;-3.3
99840;12.1956;-4.1
99840;01.1957;-9.1
99840;02.1957;-13.0
99840;03.1957;-12.5
99840;04.1957;-8.0
99840;05.1957;-2.5
99840;06.1957;2.3
99840;07.1957;5.9
99840;08.1957;5.2
99840;09.1957;1.4
99840;10.1957;0.6
99840;11.1957;-6.6
99840;12.1957;-12.9
99840;01.1958;-9.0
99840;02.1958;-14.0
99840;03.1958;-16.2
99840;04.1958;-11.2
99840;05.1958;-2.9
99840;06.1958;1.9
99840;07.1958;5.4
99840;08.1958;4.3
99840;09.1958;-0.5
99840;10.1958;-4.3
99840;11.1958;-8.1
99840;12.1958;-12.1
99840;01.1959;-19.5
99840;02.1959;-15.9
99840;03.1959;-16.4
99840;04.1959;-9.8
99840;05.1959;-2.4
99840;06.1959;2.2
99840;07.1959;5.0
99840;08.1959;4.5
99840;09.1959;0.4
99840;10.1959;-1.1
99840;11.1959;-4.1
99840;12.1959;-7.2
99840;01.1960;-11.8
99840;02.1960;-18.7
99840;03.1960;-10.0
99840;04.1960;-8.4
99840;05.1960;-1.7
99840;06.1960;2.2
99840;07.1960;6.9
99840;08.1960;4.9
99840;09.1960;2.9
99840;10.1960;-8.8
99840;11.1960;-8.2
99840;12.1960;-14.4
99840;01.1961;-13.3
99840;02.1961;-19.2
99840;03.1961;-15.0
99840;04.1961;-13.1
99840;05.1961;-4.2
99840;06.1961;2.9
99840;07.1961;6.7
99840;08.1961;6.0
99840;09.1961;0.7
99840;10.1961;-1.3
99840;11.1961;-7.0
99840;12.1961;-16.2
99840;01.1962;-14.8
99840;02.1962;-16.8
99840;03.1962;-21.8
99840;04.1962;-15.2
99840;05.1962;-8.2
99840;06.1962;1.4
99840;07.1962;3.5
99840;08.1962;4.1
99840;09.1962;-0.2
99840;10.1962;-4.3
99840;11.1962;-5.9
99840;12.1962;-16.6
99840;01.1963;-22.2
99840;02.1963;-26.4
99840;03.1963;-18.0
99840;04.1963;-14.3
99840;05.1963;-3.9
99840;06.1963;0.9
99840;07.1963;4.1
99840;08.1963;5.6
99840;09.1963;0.2
99840;10.1963;-2.4
99840;11.1963;-13.7
99840;12.1963;-15.8
99840;01.1964;-16.3
99840;02.1964;-17.8
99840;03.1964;-11.9
99840;04.1964;-13.5
99840;05.1964;-4.7
99840;06.1964;0.6
99840;07.1964;4.5
99840;08.1964;5.0
99840;09.1964;0.3
99840;10.1964;-4.1
99840;11.1964;-10.1
99840;12.1964;-8.2
99840;01.1965;-16.3
99840;02.1965;-16.1
99840;03.1965;-21.4
99840;04.1965;-8.7
99840;05.1965;-5.2
99840;06.1965;2.2
99840;07.1965;5.7
99840;08.1965;3.9
99840;09.1965;0.2
99840;10.1965;-5.8
99840;11.1965;-7.3
99840;12.1965;-12.7
99840;01.1966;-22.1
99840;02.1966;-18.5
99840;03.1966;-22.4
99840;04.1966;-10.4
99840;05.1966;-8.0
99840;06.1966;1.0
99840;07.1966;6.6
99840;08.1966;4.3
99840;09.1966;-2.3
99840;10.1966;-10.6
99840;11.1966;-11.7
99840;12.1966;-5.4
99840;01.1967;-22.9
99840;02.1967;-17.5
99840;03.1967;-14.1
99840;04.1967;-10.7
99840;05.1967;-4.2
99840;06.1967;2.0
99840;07.1967;5.1
99840;08.1967;4.1
99840;09.1967;0.5
99840;10.1967;-7.2
99840;11.1967;-8.0
99840;12.1967;-16.3
99840;01.1968;-17.7
99840;02.1968;-17.2
99840;03.1968;-19.9
99840;04.1968;-15.2
99840;05.1968;-5.8
99840;06.1968;0.7
99840;07.1968;4.7
99840;08.1968;3.8
99840;09.1968;-1.9
99840;10.1968;-14.3
99840;11.1968;-16.6
99840;12.1968;-21.5
99840;01.1969;-15.5
99840;02.1969;-18.6
99840;03.1969;-22.8
99840;04.1969;-17.5
99840;05.1969;-4.0
99840;06.1969;0.4
99840;07.1969;6.6
99840;08.1969;4.4
99840;09.1969;2.5
99840;10.1969;-1.8
99840;11.1969;-11.5
99840;12.1969;-10.4
99840;01.1970;-15.6
99840;02.1970;-20.1
99840;03.1970;-12.9
99840;04.1970;-15.6
99840;05.1970;-3.1
99840;06.1970;1.9
99840;07.1970;5.6
99840;08.1970;3.9
99840;09.1970;0.1
99840;10.1970;-3.9
99840;11.1970;-12.8
99840;12.1970;-14.7
99840;01.1971;-22.4
99840;02.1971;-11.9
99840;03.1971;-17.0
99840;04.1971;-12.7
99840;05.1971;-3.1
99840;06.1971;4.2
99840;07.1971;5.6
99840;08.1971;4.5
99840;09.1971;0.3
99840;10.1971;-8.0
99840;11.1971;-17.0
99840;12.1971;-11.2
99840;01.1972;-4.1
99840;02.1972;-12.5
99840;03.1972;-11.7
99840;04.1972;-12.4
99840;05.1972;-3.3
99840;06.1972;4.1
99840;07.1972;5.8
99840;08.1972;5.0
99840;09.1972;2.1
99840;10.1972;-4.0
99840;11.1972;-4.3
99840;12.1972;-9.1
99840;01.1973;-8.3
99840;02.1973;-18.4
99840;03.1973;-16.6
99840;04.1973;-9.1
99840;05.1973;-4.7
99840;06.1973;2.5
99840;07.1973;5.8
99840;08.1973;3.8
99840;09.1973;0.3
99840;10.1973;-7.6
99840;11.1973;-14.8
99840;12.1973;-16.1
99840;01.1974;-6.7
99840;02.1974;-11.1
99840;03.1974;-9.2
99840;04.1974;-13.1
99840;05.1974;-5.4
99840;06.1974;2.7
99840;07.1974;6.7
99840;08.1974;5.5
99840;09.1974;0.6
99840;10.1974;-3.0
99840;11.1974;-7.0
99840;12.1974;-6.7
99840;01.1975;-15.2
99840;02.1975;-12.8
99840;03.1975;-15.7
99840;04.1975;-11.2
99840;05.1975;-5.2
99840;06.1975;1.5
99840;07.1975;5.5
99840;08.1975;5.1
99840;09.1975;1.0
99840;10.1975;-7.4
99840;11.1975;-10.6
99840;12.1975;-19.5
99840;01.1976;-14.8
99840;02.1976;-12.7
99840;03.1976;-7.6
99840;04.1976;-10.7
99840;05.1976;-2.5
99840;06.1976;3.1
99840;07.1976;5.9
99840;08.1976;4.6
99840;09.1976;-0.9
99840;10.1976;-3.8
99840;11.1976;-7.8
99840;12.1976;-8.0
99840;01.1977;-11.0
99840;02.1977;-17.8
99840;03.1977;-23.3
99840;04.1977;-15.8
99840;05.1977;-4.7
99840;06.1977;1.5
99840;07.1977;5.8
99840;08.1977;4.9
99840;09.1977;0.2
99840;10.1977;-4.0
99840;11.1977;-6.9
99840;12.1977;-9.5
99840;01.1978;-20.7
99840;02.1978;-20.4
99840;03.1978;-17.5
99840;04.1978;-9.8
99840;05.1978;-3.8
99840;06.1978;1.7
99840;07.1978;5.9
99840;08.1978;4.9
99840;09.1978;-1.8
99840;10.1978;-5.8
99840;11.1978;-10.9
99840;12.1978;-12.4
99840;01.1979;-20.5
99840;02.1979;-20.5
99840;03.1979;-15.8
99840;04.1979;-17.3
99840;05.1979;-8.1
99840;06.1979;-0.6
99840;07.1979;7.5
99840;08.1979;4.8
99840;09.1979;1.0
99840;10.1979;-4.3
99840;11.1979;-6.8
99840;12.1979;-12.7
99840;01.1980;-16.7
99840;02.1980;-14.8
99840;03.1980;-15.1
99840;04.1980;-9.4
99840;05.1980;-3.4
99840;06.1980;3.4
99840;07.1980;5.9
99840;08.1980;4.1
99840;09.1980;1.0
99840;10.1980;-7.5
99840;11.1980;-15.1
99840;12.1980;-18.9
99840;01.1981;-22.0
99840;02.1981;-12.5
99840;03.1981;-19.2
99840;04.1981;-12.2
99840;05.1981;-5.3
99840;06.1981;-0.1
99840;07.1981;5.2
99840;08.1981;5.3
99840;09.1981;1.3
99840;10.1981;-3.6
99840;11.1981;-7.4
99840;12.1981;-15.0
99840;01.1982;-19.7
99840;02.1982;-15.5
99840;03.1982;-8.5
99840;04.1982;-9.9
99840;05.1982;-4.1
99840;06.1982;0.9
99840;07.1982;5.1
99840;08.1982;3.8
99840;09.1982;-2.7
99840;10.1982;-5.3
99840;11.1982;-8.6
99840;12.1982;-13.2
99840;01.1983;-10.8
99840;02.1983;-15.8
99840;03.1983;-10.0
99840;04.1983;-11.7
99840;05.1983;-3.4
99840;06.1983;1.1
99840;07.1983;6.0
99840;08.1983;4.1
99840;09.1983;1.0
99840;10.1983;-6.4
99840;11.1983;-14.3
99840;12.1983;-17.1
99840;01.1984;-8.8
99840;02.1984;-9.0
99840;03.1984;-14.5
99840;04.1984;-8.0
99840;05.1984;-2.9
99840;06.1984;2.7
99840;07.1984;6.6
99840;08.1984;5.0
99840;09.1984;1.5
99840;10.1984;-2.5
99840;11.1984;-4.6
99840;12.1984;-2.7
99840;01.1985;-12.7
99840;02.1985;-9.5
99840;03.1985;-11.8
99840;04.1985;-13.4
99840;05.1985;-3.8
99840;06.1985;3.1
99840;07.1985;7.1
99840;08.1985;4.7
99840;09.1985;0.5
99840;10.1985;-6.7
99840;11.1985;-9.6
99840;12.1985;-13.4
99840;01.1986;-15.7
99840;02.1986;-22.5
99840;03.1986;-13.9
99840;04.1986;-14.6
99840;05.1986;-3.1
99840;06.1986;3.7
99840;07.1986;6.4
99840;08.1986;5.2
99840;09.1986;-1.3
99840;10.1986;-4.0
